amount,transaction_type,payment_method,account_age,failed_transactions,is_fraud
125912.52,Bill Payment,Credit Card,1524,6,1
44666.93,Money Transfer,Credit Card,461,8,1
107497.03,Online Purchase,Credit Card,1145,4,1
124011.24,Online Purchase,Net Banking,695,3,0
109821.61,Bill Payment,Debit Card,127,4,1
31279.36,Cash Withdrawal,UPI,232,4,1
11100.34,Cash Withdrawal,Credit Card,1125,10,0
11348.48,Bill Payment,UPI,39,3,0
109218.21,Cash Withdrawal,UPI,160,6,1
115637.89,Cash Withdrawal,UPI,475,4,1
78405.74,Bill Payment,Credit Card,1361,6,1
52741.96,Bill Payment,Debit Card,1876,7,1
23496.63,Bill Payment,Debit Card,2212,6,1
144695.77,Online Purchase,Credit Card,325,6,1
108763.68,Online Purchase,UPI,852,5,1
39560.37,Online Purchase,Net Banking,431,10,0
144526.41,Online Purchase,UPI,2044,2,0
52229.67,Online Purchase,Credit Card,2035,3,0
11249.82,Money Transfer,Credit Card,1797,2,0
4873.0,Bill Payment,UPI,725,4,0
82364.16,Cash Withdrawal,Credit Card,2498,6,0
19336.5,Money Transfer,Debit Card,1670,0,1
2338.68,Money Transfer,Credit Card,2420,1,0
105806.49,Bill Payment,Credit Card,106,9,1
75809.82,Money Transfer,Net Banking,454,9,1
105150.74,Money Transfer,Net Banking,1253,1,1
88714.43,Bill Payment,Debit Card,1458,4,0
44748.19,Bill Payment,Credit Card,609,6,0
96751.82,Cash Withdrawal,Debit Card,2182,6,0
128149.49,Cash Withdrawal,UPI,2248,1,0
5725.09,Online Purchase,Debit Card,2317,10,0
104855.95,Cash Withdrawal,Debit Card,1111,3,1
63967.44,Cash Withdrawal,Net Banking,2117,3,0
68381.96,Online Purchase,Credit Card,2021,0,0
133626.05,Bill Payment,Credit Card,2062,9,1
94994.73,Online Purchase,Debit Card,783,1,0
68215.34,Money Transfer,Credit Card,2302,2,0
118738.82,Cash Withdrawal,Credit Card,1587,10,1
12443.56,Money Transfer,UPI,480,10,1
96697.3,Cash Withdrawal,Credit Card,2303,6,0
63548.17,Online Purchase,Credit Card,82,8,1
101043.88,Online Purchase,Debit Card,1956,6,0
32531.37,Cash Withdrawal,Credit Card,2166,6,1
120664.44,Money Transfer,UPI,181,6,1
60719.96,Cash Withdrawal,Net Banking,36,5,1
78966.28,Online Purchase,Credit Card,1392,0,0
8095.53,Money Transfer,Credit Card,1705,10,0
54169.99,Online Purchase,UPI,1519,6,0
46813.24,Online Purchase,UPI,277,2,0
62725.24,Cash Withdrawal,Credit Card,1523,0,0
89474.24,Online Purchase,Net Banking,1635,1,0
114372.09,Online Purchase,UPI,2198,3,1
78329.34,Online Purchase,Debit Card,549,1,0
41934.58,Online Purchase,Credit Card,1959,6,0
55765.32,Online Purchase,UPI,772,7,1
130632.69,Online Purchase,UPI,1826,5,0
99756.62,Money Transfer,Debit Card,1320,0,0
37243.68,Cash Withdrawal,Credit Card,811,9,1
63732.63,Bill Payment,Net Banking,1811,5,0
70850.05,Bill Payment,Debit Card,1332,1,0
37325.11,Cash Withdrawal,UPI,828,9,0
74520.69,Online Purchase,Debit Card,233,7,0
114406.69,Online Purchase,Debit Card,2018,8,1
419.57,Online Purchase,Debit Card,587,0,0
127076.63,Bill Payment,Credit Card,1659,0,0
92216.23,Cash Withdrawal,UPI,2004,8,1
119544.37,Online Purchase,Net Banking,1633,1,0
74852.53,Cash Withdrawal,UPI,1280,4,0
7291.62,Money Transfer,UPI,1633,1,0
97063.71,Money Transfer,Debit Card,1910,7,1
15787.76,Bill Payment,UPI,155,2,0
2997.18,Money Transfer,UPI,1689,5,0
87750.28,Online Purchase,UPI,1570,8,1
60166.28,Bill Payment,Debit Card,787,10,0
146886.63,Bill Payment,Debit Card,2485,1,0
26516.18,Bill Payment,Net Banking,1682,1,0
45628.9,Bill Payment,Debit Card,920,10,0
66230.98,Money Transfer,Net Banking,152,9,0
9384.4,Bill Payment,Net Banking,1391,3,0
70229.91,Bill Payment,Net Banking,1608,3,1
107327.44,Bill Payment,Debit Card,2345,0,1
42898.08,Money Transfer,Net Banking,2201,5,1
30479.11,Cash Withdrawal,Credit Card,1300,1,0
134633.89,Money Transfer,Credit Card,1747,7,1
778.94,Cash Withdrawal,Credit Card,364,0,0
133834.8,Bill Payment,Net Banking,2057,10,1
46634.0,Bill Payment,Net Banking,1477,8,1
86537.51,Bill Payment,UPI,171,10,0
108312.66,Bill Payment,Credit Card,953,9,1
29126.42,Money Transfer,UPI,1545,6,0
3497.27,Online Purchase,UPI,1206,9,0
149465.21,Money Transfer,Net Banking,1355,3,1
83428.36,Money Transfer,Credit Card,1412,10,0
3421.71,Online Purchase,Net Banking,2462,1,0
119409.72,Cash Withdrawal,Net Banking,94,1,1
77390.68,Money Transfer,Debit Card,1136,5,1
90966.23,Money Transfer,UPI,1422,4,0
76242.04,Money Transfer,Net Banking,2295,8,1
97625.6,Bill Payment,Debit Card,1434,0,0
137240.36,Money Transfer,Debit Card,188,3,0
123928.03,Online Purchase,Credit Card,1816,8,1
67024.36,Bill Payment,UPI,3,0,0
28597.53,Bill Payment,Net Banking,1572,0,0
58929.87,Cash Withdrawal,Debit Card,890,6,1
27196.47,Bill Payment,Net Banking,1151,1,0
114695.68,Online Purchase,Net Banking,918,2,0
65566.74,Online Purchase,UPI,2083,2,0
39737.58,Money Transfer,Net Banking,1236,8,1
66597.87,Money Transfer,Net Banking,1482,7,1
9119.96,Cash Withdrawal,Credit Card,1067,6,1
73940.87,Bill Payment,Credit Card,2440,6,1
134733.32,Online Purchase,Credit Card,2410,2,1
101522.77,Money Transfer,UPI,2460,10,0
124364.78,Cash Withdrawal,Debit Card,2281,7,1
57425.58,Bill Payment,Credit Card,550,3,0
149614.33,Online Purchase,UPI,1412,1,0
67810.42,Online Purchase,Debit Card,2178,10,0
62780.82,Bill Payment,Net Banking,1401,2,0
136971.68,Cash Withdrawal,Net Banking,1483,6,1
55538.23,Bill Payment,UPI,1059,0,0
45812.18,Money Transfer,Net Banking,1480,9,1
35605.7,Bill Payment,Debit Card,743,10,1
86799.4,Cash Withdrawal,Credit Card,1359,4,0
74281.88,Cash Withdrawal,UPI,2066,3,0
146767.43,Online Purchase,Credit Card,2303,10,1
115899.65,Money Transfer,Net Banking,256,4,0
76765.23,Bill Payment,Debit Card,2128,7,1
131414.57,Money Transfer,UPI,1092,3,1
123463.11,Cash Withdrawal,Debit Card,2250,5,1
130940.15,Money Transfer,UPI,249,2,0
149319.0,Bill Payment,Credit Card,1236,6,1
57846.83,Online Purchase,Net Banking,1641,3,0
126121.62,Money Transfer,Net Banking,679,4,1
69855.95,Online Purchase,UPI,1825,8,1
72115.76,Online Purchase,UPI,1666,1,0
60608.21,Online Purchase,Net Banking,867,6,0
126727.14,Money Transfer,Net Banking,809,1,1
104834.88,Money Transfer,Credit Card,2332,1,1
62367.16,Online Purchase,Net Banking,695,4,0
99184.14,Cash Withdrawal,Net Banking,1611,2,0
11491.9,Money Transfer,Debit Card,1279,7,0
94412.61,Money Transfer,Debit Card,1056,7,1
146273.25,Cash Withdrawal,Net Banking,174,10,1
58924.19,Cash Withdrawal,Credit Card,1097,8,0
53960.16,Money Transfer,UPI,1869,8,1
25962.81,Bill Payment,Debit Card,2448,8,1
149635.63,Money Transfer,UPI,288,3,0
35952.62,Bill Payment,UPI,527,4,0
130808.74,Online Purchase,Credit Card,1417,5,1
27935.01,Money Transfer,Credit Card,2283,1,0
50053.76,Cash Withdrawal,Credit Card,2473,0,0
3998.88,Cash Withdrawal,Net Banking,1751,10,0
124023.49,Online Purchase,Debit Card,399,6,0
44730.62,Money Transfer,Debit Card,792,6,0
24286.71,Bill Payment,Credit Card,914,5,1
104185.33,Money Transfer,Credit Card,136,1,1
142196.69,Cash Withdrawal,Net Banking,1342,9,1
86940.64,Bill Payment,Net Banking,1931,0,0
105462.0,Cash Withdrawal,Credit Card,1477,6,1
108860.13,Bill Payment,Debit Card,765,0,1
39936.41,Money Transfer,UPI,1256,5,0
137174.13,Money Transfer,Net Banking,1929,9,1
103000.27,Money Transfer,Net Banking,2051,6,1
94942.69,Bill Payment,UPI,1268,9,1
17648.96,Cash Withdrawal,Debit Card,542,6,0
114227.53,Money Transfer,Credit Card,1545,0,1
130145.51,Bill Payment,Debit Card,2498,2,0
13528.03,Money Transfer,UPI,1831,4,0
96380.22,Bill Payment,Credit Card,1765,9,0
81270.11,Money Transfer,Credit Card,2359,9,0
75445.66,Money Transfer,Credit Card,387,2,0
32408.03,Money Transfer,Debit Card,2407,9,0
137522.84,Online Purchase,UPI,11,10,0
101667.19,Bill Payment,UPI,1221,7,0
11885.97,Online Purchase,Net Banking,2101,0,0
5814.47,Online Purchase,Credit Card,1339,10,0
40586.58,Cash Withdrawal,Credit Card,325,3,0
130390.2,Bill Payment,Debit Card,985,6,1
53723.18,Bill Payment,Debit Card,761,1,0
16247.71,Bill Payment,UPI,2353,5,0
110897.36,Money Transfer,Credit Card,1942,9,1
16253.69,Cash Withdrawal,Credit Card,2467,1,0
43989.46,Cash Withdrawal,Net Banking,1299,9,1
136324.36,Bill Payment,UPI,2221,10,1
59748.13,Online Purchase,Credit Card,1723,8,1
113472.72,Bill Payment,Debit Card,1706,0,0
43869.21,Bill Payment,UPI,802,10,1
91203.3,Money Transfer,Debit Card,241,0,0
62166.57,Online Purchase,UPI,805,5,1
94643.21,Online Purchase,UPI,903,2,0
51648.82,Cash Withdrawal,Debit Card,1263,10,0
84132.73,Online Purchase,UPI,2441,7,1
61829.0,Bill Payment,UPI,1460,1,0
85568.6,Money Transfer,Debit Card,1159,0,0
133849.81,Cash Withdrawal,UPI,409,1,0
84905.35,Bill Payment,Debit Card,2322,1,0
35243.44,Online Purchase,Net Banking,1640,7,0
4080.61,Bill Payment,Debit Card,297,8,0
49907.13,Cash Withdrawal,Credit Card,1070,3,0
21746.14,Online Purchase,Credit Card,2109,10,0
88086.92,Money Transfer,UPI,2212,10,1
77136.87,Money Transfer,Credit Card,786,7,1
67884.06,Money Transfer,Credit Card,629,0,0
82811.43,Cash Withdrawal,UPI,2128,5,1
9326.34,Bill Payment,Net Banking,2258,1,0
38526.11,Online Purchase,UPI,482,4,1
8688.36,Online Purchase,Credit Card,995,6,1
131808.27,Online Purchase,Credit Card,1132,8,1
45732.59,Online Purchase,Debit Card,788,10,1
138793.68,Online Purchase,UPI,1333,2,1
132624.62,Cash Withdrawal,Debit Card,1324,5,1
40807.82,Online Purchase,Debit Card,2311,8,0
9493.12,Online Purchase,Debit Card,530,1,0
88363.08,Online Purchase,Net Banking,1767,1,1
132734.74,Bill Payment,Debit Card,646,4,0
5763.82,Cash Withdrawal,UPI,556,10,0
11551.69,Online Purchase,Net Banking,1692,9,1
13297.5,Online Purchase,Credit Card,316,1,0
31134.03,Online Purchase,Credit Card,1720,7,0
57293.51,Bill Payment,Net Banking,1904,3,1
82298.01,Money Transfer,Net Banking,2069,4,1
36202.65,Bill Payment,Net Banking,696,2,0
3491.62,Cash Withdrawal,UPI,2469,10,1
147212.43,Online Purchase,UPI,1505,0,0
135543.09,Bill Payment,Debit Card,2150,10,1
81555.72,Cash Withdrawal,Debit Card,1358,7,0
12959.08,Cash Withdrawal,Debit Card,1913,4,0
18434.66,Online Purchase,UPI,2388,1,0
136994.95,Cash Withdrawal,Credit Card,1529,5,1
82816.27,Bill Payment,UPI,686,9,1
37098.08,Bill Payment,Debit Card,565,1,0
19319.42,Bill Payment,Debit Card,1084,8,0
96502.17,Money Transfer,Credit Card,664,0,0
92621.03,Cash Withdrawal,Debit Card,1573,5,0
98100.32,Money Transfer,UPI,597,0,0
50407.18,Cash Withdrawal,Credit Card,1001,1,0
143824.92,Cash Withdrawal,Debit Card,1528,3,1
9163.34,Money Transfer,UPI,268,3,1
17423.63,Money Transfer,Credit Card,1154,6,1
46183.83,Online Purchase,UPI,1018,7,0
75375.72,Online Purchase,UPI,1376,10,0
20800.17,Money Transfer,Net Banking,1943,0,0
19120.2,Online Purchase,UPI,2308,7,0
140261.25,Cash Withdrawal,Net Banking,753,5,1
88788.38,Bill Payment,Credit Card,261,3,0
128121.82,Cash Withdrawal,UPI,1558,7,1
67139.37,Cash Withdrawal,Debit Card,892,9,1
4040.73,Online Purchase,Net Banking,464,1,0
42473.52,Bill Payment,Credit Card,1459,10,1
6917.47,Online Purchase,Debit Card,1981,0,0
21444.12,Bill Payment,Debit Card,965,10,0
20831.87,Online Purchase,UPI,952,3,0
134258.97,Online Purchase,Net Banking,1664,9,0
70803.24,Bill Payment,Net Banking,2385,7,1
17259.83,Bill Payment,Credit Card,451,1,0
81818.38,Cash Withdrawal,Debit Card,983,9,1
29668.39,Online Purchase,UPI,1512,8,0
27347.01,Bill Payment,Debit Card,862,6,0
108612.95,Bill Payment,UPI,2087,8,1
42912.48,Cash Withdrawal,Debit Card,1827,1,0
69306.79,Cash Withdrawal,UPI,106,8,0
53610.7,Cash Withdrawal,Credit Card,277,7,0
94856.63,Bill Payment,Credit Card,248,2,0
123812.44,Bill Payment,Debit Card,1132,4,0
66289.88,Money Transfer,Net Banking,1597,6,0
43060.19,Cash Withdrawal,Net Banking,479,1,0
11495.59,Online Purchase,Debit Card,2007,7,0
44447.54,Cash Withdrawal,Net Banking,1181,9,0
145860.34,Bill Payment,UPI,514,7,0
103772.68,Money Transfer,Credit Card,2116,8,1
62367.63,Bill Payment,UPI,496,3,0
41665.12,Bill Payment,UPI,1795,9,0
121092.73,Cash Withdrawal,Credit Card,1951,7,1
124880.38,Bill Payment,UPI,863,0,0
10778.3,Money Transfer,Credit Card,1074,1,1
25896.06,Bill Payment,Debit Card,445,10,1
93990.9,Bill Payment,Net Banking,1835,2,0
55072.61,Bill Payment,Debit Card,1338,1,0
43378.78,Bill Payment,Net Banking,1314,2,0
60592.81,Money Transfer,UPI,885,7,1
75842.37,Money Transfer,Debit Card,97,2,1
41352.6,Online Purchase,Net Banking,1199,9,0
68695.65,Cash Withdrawal,UPI,641,0,0
131431.42,Online Purchase,UPI,2104,7,1
93474.05,Cash Withdrawal,Debit Card,1799,2,0
8336.35,Money Transfer,Debit Card,481,9,1
108128.78,Money Transfer,Debit Card,243,5,0
63429.0,Bill Payment,Credit Card,1626,9,1
94292.11,Bill Payment,UPI,1117,10,1
32691.38,Bill Payment,UPI,296,1,0
4185.21,Online Purchase,Debit Card,136,8,0
73802.06,Online Purchase,UPI,240,6,1
141842.86,Online Purchase,UPI,491,7,1
90384.24,Cash Withdrawal,Debit Card,2362,6,1
78499.32,Bill Payment,Debit Card,331,4,0
31848.29,Money Transfer,Debit Card,135,7,0
135322.21,Money Transfer,Credit Card,186,7,1
24978.82,Cash Withdrawal,UPI,2448,5,0
85005.05,Cash Withdrawal,Net Banking,1201,2,0
59686.13,Online Purchase,Net Banking,1606,10,1
129982.11,Cash Withdrawal,Debit Card,2059,8,1
15664.28,Money Transfer,Credit Card,1434,2,0
87122.17,Money Transfer,Debit Card,1492,2,1
69872.04,Bill Payment,Credit Card,1105,4,0
120303.07,Cash Withdrawal,Debit Card,767,4,1
102221.49,Cash Withdrawal,UPI,1679,0,1
16535.71,Money Transfer,Net Banking,430,6,0
55027.85,Bill Payment,Debit Card,1914,9,1
98837.45,Cash Withdrawal,Credit Card,542,1,0
44745.42,Cash Withdrawal,Credit Card,1580,9,0
113705.49,Bill Payment,Net Banking,1557,1,1
144776.86,Cash Withdrawal,UPI,1080,4,1
112259.81,Bill Payment,Debit Card,2005,7,0
25126.86,Cash Withdrawal,Net Banking,135,5,1
48275.87,Money Transfer,Debit Card,1848,2,0
41207.11,Bill Payment,UPI,1628,0,0
114028.73,Bill Payment,Credit Card,349,9,1
136720.77,Bill Payment,Net Banking,964,2,0
101025.84,Cash Withdrawal,Credit Card,473,1,0
76351.16,Online Purchase,Debit Card,1424,9,0
102267.34,Money Transfer,Credit Card,1661,9,1
21028.57,Money Transfer,Debit Card,2486,2,0
37089.68,Bill Payment,Credit Card,2261,7,0
129174.52,Cash Withdrawal,Credit Card,2007,6,1
72736.0,Money Transfer,UPI,1492,8,0
78117.26,Money Transfer,Net Banking,1774,0,0
83987.94,Money Transfer,UPI,196,8,1
122064.92,Money Transfer,Net Banking,2095,3,1
95362.9,Bill Payment,Debit Card,1594,6,0
57443.25,Online Purchase,Credit Card,1972,9,1
50451.64,Online Purchase,Credit Card,203,2,0
72732.24,Bill Payment,Credit Card,827,6,0
2461.9,Cash Withdrawal,Credit Card,637,8,1
134228.0,Cash Withdrawal,Credit Card,1085,2,0
32466.4,Cash Withdrawal,UPI,1842,2,0
85354.16,Money Transfer,Debit Card,1670,8,1
131117.82,Bill Payment,UPI,647,7,0
111239.91,Money Transfer,Debit Card,1010,6,0
130835.8,Money Transfer,Debit Card,1268,0,0
26161.81,Online Purchase,UPI,2058,1,0
100094.69,Online Purchase,Credit Card,2415,8,1
4718.72,Online Purchase,UPI,80,9,1
59166.07,Money Transfer,Net Banking,601,4,0
49463.52,Money Transfer,Debit Card,1983,5,0
20499.25,Cash Withdrawal,Debit Card,549,7,1
134358.07,Online Purchase,UPI,1427,3,1
7622.67,Online Purchase,Net Banking,2370,3,0
27967.2,Cash Withdrawal,UPI,1481,1,0
99798.75,Bill Payment,Credit Card,1729,0,0
26106.19,Bill Payment,UPI,436,3,0
63842.33,Online Purchase,UPI,1902,5,0
96247.09,Cash Withdrawal,Net Banking,1249,7,1
102061.6,Online Purchase,Debit Card,552,10,1
23341.01,Online Purchase,Credit Card,2201,4,0
49509.48,Bill Payment,Credit Card,1683,3,0
104289.53,Bill Payment,Credit Card,1550,7,0
130530.21,Bill Payment,UPI,2378,1,0
89582.14,Cash Withdrawal,Net Banking,1663,0,0
20772.95,Cash Withdrawal,UPI,1255,9,0
118966.39,Bill Payment,Credit Card,1186,3,1
779.11,Bill Payment,Debit Card,1032,2,0
15627.71,Cash Withdrawal,Debit Card,1761,3,0
70240.91,Bill Payment,UPI,606,2,1
128691.1,Bill Payment,Debit Card,442,9,0
28850.67,Online Purchase,Credit Card,953,4,0
15683.15,Bill Payment,Credit Card,129,10,1
139224.25,Money Transfer,UPI,61,8,1
35348.99,Cash Withdrawal,Credit Card,100,4,0
110433.47,Bill Payment,Credit Card,892,5,1
109806.53,Bill Payment,Debit Card,269,7,0
90856.3,Online Purchase,Net Banking,944,3,0
39252.67,Online Purchase,UPI,1067,3,0
95876.11,Money Transfer,UPI,1240,1,0
61584.04,Money Transfer,Debit Card,134,6,0
20029.42,Bill Payment,UPI,2258,0,0
76882.08,Bill Payment,UPI,1888,1,0
62701.16,Online Purchase,Credit Card,1750,2,0
44071.24,Money Transfer,Credit Card,1239,5,1
62792.64,Online Purchase,Debit Card,889,8,0
16735.76,Money Transfer,Net Banking,1909,4,0
12352.03,Online Purchase,Net Banking,45,5,0
34054.87,Online Purchase,Net Banking,971,6,0
19145.35,Bill Payment,Net Banking,17,6,0
137170.91,Bill Payment,Debit Card,320,2,1
118436.29,Bill Payment,Credit Card,1589,9,1
21149.97,Cash Withdrawal,Net Banking,577,0,0
83236.23,Money Transfer,Debit Card,267,9,0
15946.52,Cash Withdrawal,Net Banking,2261,10,0
111533.95,Cash Withdrawal,UPI,2013,4,1
116892.29,Online Purchase,Debit Card,1490,5,1
18190.3,Bill Payment,UPI,5,4,1
15510.76,Online Purchase,UPI,959,8,0
135396.17,Bill Payment,Credit Card,929,9,0
18942.48,Cash Withdrawal,Net Banking,1378,4,0
62782.97,Online Purchase,UPI,365,4,1
140069.05,Online Purchase,UPI,1607,3,1
109713.21,Money Transfer,UPI,1320,2,1
78475.26,Money Transfer,Credit Card,861,2,0
148758.11,Cash Withdrawal,Debit Card,1265,3,0
80413.65,Bill Payment,Credit Card,2485,7,0
69973.98,Money Transfer,UPI,2097,6,0
98662.33,Money Transfer,Debit Card,1369,10,0
40538.05,Cash Withdrawal,Net Banking,804,6,0
75438.24,Online Purchase,Credit Card,1891,1,0
65639.27,Money Transfer,UPI,2446,5,1
29371.28,Bill Payment,UPI,196,6,0
78253.81,Bill Payment,Debit Card,2486,4,0
35397.22,Online Purchase,Net Banking,617,8,1
104202.64,Bill Payment,Credit Card,1830,9,1
124934.77,Bill Payment,Debit Card,349,4,0
105751.57,Bill Payment,Debit Card,292,5,1
108359.32,Online Purchase,Net Banking,1895,6,1
136476.01,Bill Payment,Net Banking,1072,0,1
142276.68,Bill Payment,Debit Card,1987,10,1
148773.15,Online Purchase,Debit Card,1509,4,0
64707.77,Money Transfer,Credit Card,1855,10,0
85593.75,Cash Withdrawal,UPI,316,10,0
87458.56,Cash Withdrawal,UPI,404,9,0
3564.8,Money Transfer,Debit Card,1149,6,1
108985.85,Bill Payment,Credit Card,257,7,1
23025.72,Money Transfer,Debit Card,216,9,1
47724.66,Money Transfer,Credit Card,18,2,0
53448.86,Online Purchase,Credit Card,1245,7,1
101198.79,Cash Withdrawal,Debit Card,2344,0,0
149882.71,Bill Payment,Debit Card,986,7,1
104164.3,Online Purchase,UPI,2026,5,1
115521.22,Bill Payment,Net Banking,2229,4,1
123721.57,Money Transfer,Debit Card,864,3,0
127646.47,Bill Payment,Net Banking,1404,1,0
6402.24,Bill Payment,Debit Card,218,8,1
13470.43,Online Purchase,Credit Card,1730,0,0
115666.54,Bill Payment,UPI,2383,0,1
95859.58,Money Transfer,UPI,487,7,0
110919.17,Money Transfer,Debit Card,1167,10,1
140299.96,Online Purchase,Net Banking,455,8,1
22863.78,Online Purchase,Debit Card,377,6,0
132696.94,Money Transfer,Debit Card,901,1,0
56493.73,Online Purchase,Credit Card,112,8,0
139362.78,Money Transfer,Debit Card,2219,8,1
59927.6,Cash Withdrawal,Credit Card,576,10,0
67514.74,Bill Payment,Debit Card,1466,6,1
98937.47,Online Purchase,Debit Card,1429,4,0
67758.45,Money Transfer,Net Banking,1020,9,0
105240.96,Money Transfer,UPI,69,10,1
75379.65,Bill Payment,Debit Card,236,3,1
95087.96,Online Purchase,UPI,1314,0,0
90265.81,Online Purchase,Debit Card,1496,7,1
134257.77,Money Transfer,UPI,965,9,0
117352.24,Online Purchase,Credit Card,1569,7,1
32039.27,Money Transfer,Net Banking,1573,5,0
142210.6,Bill Payment,Credit Card,730,4,1
58742.41,Money Transfer,Debit Card,2283,5,0
108710.62,Money Transfer,Credit Card,301,0,0
16874.32,Bill Payment,UPI,1241,4,0
46575.48,Money Transfer,Credit Card,1830,4,1
15816.74,Cash Withdrawal,Credit Card,774,10,1
15491.52,Cash Withdrawal,Net Banking,1345,9,0
20178.78,Bill Payment,Debit Card,2352,1,1
147738.69,Money Transfer,Credit Card,1124,1,0
34509.84,Cash Withdrawal,Debit Card,2082,1,0
22612.11,Cash Withdrawal,Debit Card,2439,5,0
67262.74,Bill Payment,Credit Card,638,6,1
8470.24,Online Purchase,Net Banking,2488,6,0
139790.14,Money Transfer,Debit Card,95,2,1
15610.94,Cash Withdrawal,Net Banking,1790,8,0
26225.08,Money Transfer,Net Banking,1171,6,1
128006.74,Money Transfer,UPI,1493,9,0
52208.26,Money Transfer,UPI,1630,5,1
9683.37,Money Transfer,UPI,2451,0,0
110121.32,Bill Payment,UPI,308,4,1
137791.71,Cash Withdrawal,Net Banking,803,7,0
136075.59,Money Transfer,UPI,1710,4,0
53148.69,Cash Withdrawal,UPI,2039,6,1
53779.49,Bill Payment,Net Banking,1992,0,0
84154.42,Bill Payment,Credit Card,1624,7,0
116137.43,Cash Withdrawal,UPI,1381,1,1
87926.05,Online Purchase,UPI,563,5,1
68509.57,Bill Payment,Debit Card,1740,4,1
91592.34,Bill Payment,Credit Card,2235,0,0
44980.68,Cash Withdrawal,Net Banking,28,10,1
76131.99,Money Transfer,UPI,130,4,1
21418.7,Cash Withdrawal,UPI,1,10,1
4237.66,Money Transfer,Debit Card,1371,2,1
114916.4,Money Transfer,Credit Card,715,9,1
108235.63,Bill Payment,Net Banking,551,7,1
48694.87,Online Purchase,UPI,2096,7,0
127964.37,Online Purchase,UPI,400,2,0
142181.78,Bill Payment,UPI,2296,9,1
147726.9,Bill Payment,Debit Card,930,5,1
99147.52,Online Purchase,Net Banking,2419,5,1
52291.82,Bill Payment,Debit Card,547,8,0
97876.18,Bill Payment,Credit Card,532,0,0
6719.85,Online Purchase,Net Banking,1237,9,0
114945.36,Online Purchase,Credit Card,1177,9,1
31571.55,Online Purchase,Credit Card,221,5,0
42346.9,Bill Payment,Net Banking,418,9,0
134990.54,Bill Payment,Credit Card,115,5,1
55116.95,Money Transfer,UPI,1192,5,0
40955.54,Online Purchase,Credit Card,1228,2,1
76387.78,Bill Payment,Credit Card,2105,2,0
138940.21,Cash Withdrawal,UPI,1112,9,1
